ID,duration,wav,spk_id,wrd
M02-Session1-array-0008,1.35,/scratch/bchristensen/M02/Session1/wav_arrayMic/0008.wav,M02,ALPHA
FC03-Session2-head-0273,1.695,/scratch/bchristensen/FC03/Session2/wav_headMic/0273.wav,FC03,EIGHT
M02-Session2-head-0101,3.47,/scratch/bchristensen/M02/Session2/wav_headMic/0101.wav,M02,SEEDS
F04-Session2-array-0065,2.85,/scratch/bchristensen/F04/Session2/wav_arrayMic/0065.wav,F04,WRITE
M05-Session2-head-0133,3.295,/scratch/bchristensen/M05/Session2/wav_headMic/0133.wav,M05,BEAR
M05-Session1-head-0066,3.265,/scratch/bchristensen/M05/Session1/wav_headMic/0066.wav,M05,RIGHT
FC03-Session1-head-0121,2.33,/scratch/bchristensen/FC03/Session1/wav_headMic/0121.wav,FC03,FLOOR
FC02-Session2-array-0212,2.7,/scratch/bchristensen/FC02/Session2/wav_arrayMic/0212.wav,FC02,WITCH
FC03-Session1-array-0044,2.7,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0044.wav,FC03,DAGGER
FC02-Session3-array-0038,3.15,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0038.wav,FC02,GOLF
MC04-Session1-array-0526,1.2,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0526.wav,MC04,BILL
MC02-Session1-array-0131,4.8,/scratch/bchristensen/MC02/Session1/wav_arrayMic/0131.wav,MC02,TWO OTHER CASES ALSO WERE UNDER ADVISEMENT
MC04-Session2-array-0896,1.2,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0896.wav,MC04,IS
MC04-Session1-head-0630,1.655,/scratch/bchristensen/MC04/Session1/wav_headMic/0630.wav,MC04,BLEND
F01-Session1-array-0095,1.5,/scratch/bchristensen/F01/Session1/wav_arrayMic/0095.wav,F01,GLOW
M05-Session2-head-0381,8.115,/scratch/bchristensen/M05/Session2/wav_headMic/0381.wav,M05,ALTHOUGH ALWAYS AGAIN AGAIN
MC04-Session1-head-0391,2.61,/scratch/bchristensen/MC04/Session1/wav_headMic/0391.wav,MC04,YOU WANT HIM TO DO WELL
FC02-Session3-head-0898,1.68,/scratch/bchristensen/FC02/Session3/wav_headMic/0898.wav,FC02,BOUGHT
MC04-Session1-head-0558,1.6,/scratch/bchristensen/MC04/Session1/wav_headMic/0558.wav,MC04,SHIN
MC02-Session1-array-0345,3.45,/scratch/bchristensen/MC02/Session1/wav_arrayMic/0345.wav,MC02,DARK
M02-Session1-head-0141,4.0125,/scratch/bchristensen/M02/Session1/wav_headMic/0141.wav,M02,THIS WAS EASY FOR US
M03-Session2-array-0210,2.4,/scratch/bchristensen/M03/Session2/wav_arrayMic/0210.wav,M03,KNOT
M04-Session2-array-0219,10.97,/scratch/bchristensen/M04/Session2/wav_arrayMic/0219.wav,M04,BOTH FIGURES WOULD GO HIGHER IN LATER YEARS
MC04-Session2-array-0678,1.2,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0678.wav,MC04,REEF
M05-Session2-head-0030,3.13,/scratch/bchristensen/M05/Session2/wav_headMic/0030.wav,M05,BAD
FC02-Session3-head-0419,1.8600625,/scratch/bchristensen/FC02/Session3/wav_headMic/0419.wav,FC02,CODE
MC03-Session1-array-0084,1.05,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0084.wav,MC03,FOR
FC02-Session3-head-0725,1.7850625,/scratch/bchristensen/FC02/Session3/wav_headMic/0725.wav,FC02,BALL
F03-Session1-array-0090,1.2,/scratch/bchristensen/F03/Session1/wav_arrayMic/0090.wav,F03,JAGGED
F04-Session1-array-0199,1.8,/scratch/bchristensen/F04/Session1/wav_arrayMic/0199.wav,F04,AIR
F03-Session1-head-0068,1.45125,/scratch/bchristensen/F03/Session1/wav_headMic/0068.wav,F03,RANGE
MC01-Session1-head-0130,3.955,/scratch/bchristensen/MC01/Session1/wav_headMic/0130.wav,MC01,HATE
FC02-Session3-head-0196,2.01,/scratch/bchristensen/FC02/Session3/wav_headMic/0196.wav,FC02,HAND
MC01-Session2-head-0331,1.6845,/scratch/bchristensen/MC01/Session2/wav_headMic/0331.wav,MC01,FORKS
MC01-Session3-array-0288,2.4,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0288.wav,MC01,HAIL
FC02-Session3-array-0064,3,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0064.wav,FC02,NINE
MC01-Session3-array-0217,6.15,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0217.wav,MC01,WE EXPERIENCE DISTRESS AND FRUSTRATION OBTAINING OUR DEGREES
F04-Session2-head-0141,3.48,/scratch/bchristensen/F04/Session2/wav_headMic/0141.wav,F04,BITTEN
M02-Session1-array-0015,1.95,/scratch/bchristensen/M02/Session1/wav_arrayMic/0015.wav,M02,RAIN
MC01-Session3-array-0178,3.3,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0178.wav,MC01,STEAK
MC02-Session2-array-0085,5.4,/scratch/bchristensen/MC02/Session2/wav_arrayMic/0085.wav,MC02,WHITECAPPED WAVES COVERED THE ENTIRE BAY
F03-Session1-array-0201,1.35,/scratch/bchristensen/F03/Session1/wav_arrayMic/0201.wav,F03,AIR
FC02-Session3-head-0891,4.225,/scratch/bchristensen/FC02/Session3/wav_headMic/0891.wav,FC02,CLIFF'S DISPLAY WAS MISPLACED ON THE SCREEN
F03-Session2-array-0084,4.05,/scratch/bchristensen/F03/Session2/wav_arrayMic/0084.wav,F03,HEM
FC02-Session3-head-0643,2.05,/scratch/bchristensen/FC02/Session3/wav_headMic/0643.wav,FC02,END
MC02-Session1-array-0322,3.15,/scratch/bchristensen/MC02/Session1/wav_arrayMic/0322.wav,MC02,BIT
FC02-Session2-array-0199,3.3,/scratch/bchristensen/FC02/Session2/wav_arrayMic/0199.wav,FC02,OF
MC01-Session3-array-0137,3.9,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0137.wav,MC01,HE HAS PLAYED VERY WELL
MC04-Session1-head-0612,2.845,/scratch/bchristensen/MC04/Session1/wav_headMic/0612.wav,MC04,LIFE IS SHORT AND PRECIOUS
MC01-Session2-head-0203,2.116375,/scratch/bchristensen/MC01/Session2/wav_headMic/0203.wav,MC01,SHIN
MC02-Session2-array-0246,3.15,/scratch/bchristensen/MC02/Session2/wav_arrayMic/0246.wav,MC02,THREAT
FC02-Session3-array-0948,2.4,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0948.wav,FC02,GROW
FC03-Session1-head-0180,4.13,/scratch/bchristensen/FC03/Session1/wav_headMic/0180.wav,FC03,JANE MAY EARN MORE MONEY BY WORKING HARD
FC03-Session1-head-0048,2.46,/scratch/bchristensen/FC03/Session1/wav_headMic/0048.wav,FC03,STUBBLE
M03-Session2-array-0217,3.3,/scratch/bchristensen/M03/Session2/wav_arrayMic/0217.wav,M03,SHOOT
MC04-Session1-array-0042,1.95,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0042.wav,MC04,WARM
FC02-Session3-array-0066,2.85,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0066.wav,FC02,LEAK
MC02-Session1-head-0086,2.745,/scratch/bchristensen/MC02/Session1/wav_headMic/0086.wav,MC02,RAGE
M02-Session2-head-0239,2.67,/scratch/bchristensen/M02/Session2/wav_headMic/0239.wav,M02,WITCH
MC04-Session1-head-0026,5.705,/scratch/bchristensen/MC04/Session1/wav_headMic/0026.wav,MC04,WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE
MC01-Session2-array-0359,4.5,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0359.wav,MC01,GRANDMOTHER OUTGREW HER UPBRINGING IN PETTICOATS
MC01-Session3-head-0269,1.6950625,/scratch/bchristensen/MC01/Session3/wav_headMic/0269.wav,MC01,TERM
FC02-Session3-array-0620,4.65,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0620.wav,FC02,THE PLOT IS LACED WITH MYSTERIOUS INCIDENTS
MC03-Session1-array-0364,4.5,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0364.wav,MC03,NIGHT AFTER NIGHT THEY RECEIVED ANNOYING PHONE CALLS
MC04-Session1-head-0449,1.465,/scratch/bchristensen/MC04/Session1/wav_headMic/0449.wav,MC04,WHISKY
MC03-Session2-array-0127,3.9,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0127.wav,MC03,A FIRE IN STRAW MAKES A QUICK BLAZE
F03-Session1-array-0036,1.5,/scratch/bchristensen/F03/Session1/wav_arrayMic/0036.wav,F03,HAIR
MC01-Session1-array-0005,2.1,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0005.wav,MC01,SPARK SPARK SPARK
MC01-Session2-array-0162,2.1,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0162.wav,MC01,RIGHT
MC03-Session1-head-0397,1.61,/scratch/bchristensen/MC03/Session1/wav_headMic/0397.wav,MC03,WICKER
FC02-Session3-head-0760,2.105,/scratch/bchristensen/FC02/Session3/wav_headMic/0760.wav,FC02,COURT
FC03-Session1-head-0300,3.8,/scratch/bchristensen/FC03/Session1/wav_headMic/0300.wav,FC03,WE RODE HORSEBACK TO THE FARM
FC02-Session3-array-0222,4.8,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0222.wav,FC02,TRAVEL IS ABOUT THE ONLY LEISURE WE HAVE
MC04-Session1-array-0532,1.5,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0532.wav,MC04,RAY
MC01-Session1-array-0170,3,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0170.wav,MC01,LIP
MC03-Session1-head-0396,1.8550625,/scratch/bchristensen/MC03/Session1/wav_headMic/0396.wav,MC03,RED
MC01-Session3-head-0375,2.165,/scratch/bchristensen/MC01/Session3/wav_headMic/0375.wav,MC01,FABLE
M05-Session1-array-0048,2.322,/scratch/bchristensen/M05/Session1/wav_arrayMic/0048.wav,M05,WARM
MC01-Session2-head-0116,3.412125,/scratch/bchristensen/MC01/Session2/wav_headMic/0116.wav,MC01,IN
FC03-Session3-head-0073,3.3363125,/scratch/bchristensen/FC03/Session3/wav_headMic/0073.wav,FC03,I WANTED TO BE AN ACTRESS
FC02-Session3-array-0023,3.3,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0023.wav,FC02,REEK
F03-Session1-array-0199,1.35,/scratch/bchristensen/F03/Session1/wav_arrayMic/0199.wav,F03,TIE
FC03-Session1-head-0093,2.115,/scratch/bchristensen/FC03/Session1/wav_headMic/0093.wav,FC03,FEET
MC04-Session2-array-0897,2.7,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0897.wav,MC04,WE KNOW WE CAN SCORE
FC02-Session3-array-0067,2.85,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0067.wav,FC02,START
M01-Session2_3-head-0104,1.9210625,/scratch/bchristensen/M01/Session2_3/wav_headMic/0104.wav,M01,PRIOR
MC01-Session1-array-0162,4.95,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0162.wav,MC01,I TRIED TO TELL PEOPLE IN THE COMMUNITY
MC03-Session1-array-0159,1.35,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0159.wav,MC03,KNOW
MC03-Session2-head-0222,1.5365,/scratch/bchristensen/MC03/Session2/wav_headMic/0222.wav,MC03,AIL
M02-Session1-array-0049,1.95,/scratch/bchristensen/M02/Session1/wav_arrayMic/0049.wav,M02,SWARM
M02-Session2-head-0190,6.415,/scratch/bchristensen/M02/Session2/wav_headMic/0190.wav,M02,ALFALFA IS HEALTHY FOR YOU
F01-Session1-head-0009,1.254625,/scratch/bchristensen/F01/Session1/wav_headMic/0009.wav,F01,PAT
MC04-Session1-array-0436,3.6,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0436.wav,MC04,EACH ONE VOLUNTEERED TO JUMP FIRST
F04-Session2-head-0117,2.075,/scratch/bchristensen/F04/Session2/wav_headMic/0117.wav,F04,BLOAT
MC02-Session1-array-0340,3.15,/scratch/bchristensen/MC02/Session1/wav_arrayMic/0340.wav,MC02,YES
MC04-Session1-array-0551,1.35,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0551.wav,MC04,FOUR
FC03-Session1-head-0087,1.985,/scratch/bchristensen/FC03/Session1/wav_headMic/0087.wav,FC03,FAIR
MC02-Session1-head-0215,2.595,/scratch/bchristensen/MC02/Session1/wav_headMic/0215.wav,MC02,SLIP
F04-Session2-array-0008,2.7,/scratch/bchristensen/F04/Session2/wav_arrayMic/0008.wav,F04,BRIAR
F03-Session3-head-0205,1.2850625,/scratch/bchristensen/F03/Session3/wav_headMic/0205.wav,F03,ZIP
M01-Session2_3-array-0215,1.95,/scratch/bchristensen/M01/Session2_3/wav_arrayMic/0215.wav,M01,HOTEL
MC04-Session1-head-0471,3.635,/scratch/bchristensen/MC04/Session1/wav_headMic/0471.wav,MC04,MOST YOUNG RISE EARLY EVERY MORNING
M03-Session2-array-0235,2.7,/scratch/bchristensen/M03/Session2/wav_arrayMic/0235.wav,M03,BOOT
MC01-Session1-array-0191,3,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0191.wav,MC01,TOOT
MC01-Session2-head-0160,2.5914375,/scratch/bchristensen/MC01/Session2/wav_headMic/0160.wav,MC01,WALK
FC03-Session2-head-0242,1.975,/scratch/bchristensen/FC03/Session2/wav_headMic/0242.wav,FC03,SHOT
MC04-Session1-head-0544,3.42,/scratch/bchristensen/MC04/Session1/wav_headMic/0544.wav,MC04,I'VE KEPT IT WITH ME EVER SINCE
MC01-Session1-head-0323,2.755,/scratch/bchristensen/MC01/Session1/wav_headMic/0323.wav,MC01,HEM
MC01-Session2-array-0205,1.8,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0205.wav,MC01,BILL
FC03-Session3-head-0172,4.86325,/scratch/bchristensen/FC03/Session3/wav_headMic/0172.wav,FC03,EAT YOUR RAISINS OUTDOORS ON THE PORCH STEPS
FC03-Session3-array-0027,1.5,/scratch/bchristensen/FC03/Session3/wav_arrayMic/0027.wav,FC03,HASH
FC02-Session3-head-0650,1.76,/scratch/bchristensen/FC02/Session3/wav_headMic/0650.wav,FC02,HALL
FC03-Session1-array-0366,2.25,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0366.wav,FC03,MUSH
FC02-Session3-head-0714,3.7700625,/scratch/bchristensen/FC02/Session3/wav_headMic/0714.wav,FC02,THEY RECEIVED ALL THE THINGS THEY NEEDED
FC02-Session2-array-0175,2.85,/scratch/bchristensen/FC02/Session2/wav_arrayMic/0175.wav,FC02,MERE
MC02-Session1-head-0094,2.88,/scratch/bchristensen/MC02/Session1/wav_headMic/0094.wav,MC02,RATE
F03-Session3-head-0064,1.535,/scratch/bchristensen/F03/Session3/wav_headMic/0064.wav,F03,RID
F03-Session2-head-0137,1.5200625,/scratch/bchristensen/F03/Session2/wav_headMic/0137.wav,F03,START
FC02-Session3-array-0447,2.4,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0447.wav,FC02,STICKS
MC04-Session1-array-0261,1.5,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0261.wav,MC04,PITTING
M04-Session2-array-0087,1.86,/scratch/bchristensen/M04/Session2/wav_arrayMic/0087.wav,M04,SWARM
MC03-Session1-head-0014,1.695,/scratch/bchristensen/MC03/Session1/wav_headMic/0014.wav,MC03,SIP
MC03-Session2-array-0280,1.65,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0280.wav,MC03,BUNCH
MC04-Session1-array-0028,2.25,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0028.wav,MC04,GLOW
MC03-Session1-array-0269,1.05,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0269.wav,MC03,LEAK
F04-Session2-head-0052,4.635,/scratch/bchristensen/F04/Session2/wav_headMic/0052.wav,F04,THEIR HOUSE IS GREY AND WHITE
M03-Session2-head-0141,2.47,/scratch/bchristensen/M03/Session2/wav_headMic/0141.wav,M03,LOOP
MC04-Session1-array-0644,1.65,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0644.wav,MC04,RISE
MC02-Session1-head-0323,2.705,/scratch/bchristensen/MC02/Session1/wav_headMic/0323.wav,MC02,BLOW
F03-Session1-array-0021,1.5,/scratch/bchristensen/F03/Session1/wav_arrayMic/0021.wav,F03,TRADE
FC02-Session3-head-0877,2.06,/scratch/bchristensen/FC02/Session3/wav_headMic/0877.wav,FC02,SCREECH
MC01-Session1-head-0050,2.845,/scratch/bchristensen/MC01/Session1/wav_headMic/0050.wav,MC01,JACKET
MC01-Session3-array-0175,2.85,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0175.wav,MC01,LIP
M02-Session1-array-0143,1.95,/scratch/bchristensen/M02/Session1/wav_arrayMic/0143.wav,M02,NO
MC01-Session3-array-0336,2.4,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0336.wav,MC01,WITH
MC04-Session2-array-0808,3.45,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0808.wav,MC04,THE PLOT IS LACED WITH MYSTERIOUS INCIDENTS
MC04-Session1-head-0566,1.495,/scratch/bchristensen/MC04/Session1/wav_headMic/0566.wav,MC04,RAKE
M03-Session2-array-0148,3.15,/scratch/bchristensen/M03/Session2/wav_arrayMic/0148.wav,M03,AREA
MC03-Session2-array-0242,1.2,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0242.wav,MC03,ATE
MC04-Session1-array-0527,1.2,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0527.wav,MC04,STRETCH
FC03-Session1-head-0355,5.46,/scratch/bchristensen/FC03/Session1/wav_headMic/0355.wav,FC03,THIS IS NOT A PROGRAM OF SOCIALIZED MEDICINE
M04-Session2-head-0241,2.715,/scratch/bchristensen/M04/Session2/wav_headMic/0241.wav,M04,SHEAR
F04-Session2-head-0142,2.335,/scratch/bchristensen/F04/Session2/wav_headMic/0142.wav,F04,LICK
FC03-Session1-head-0107,2.225,/scratch/bchristensen/FC03/Session1/wav_headMic/0107.wav,FC03,FEE
MC04-Session2-array-0729,1.2,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0729.wav,MC04,SEVEN
MC01-Session1-array-0159,3.3,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0159.wav,MC01,SIDE
MC03-Session2-array-0074,1.5,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0074.wav,MC03,ZERO
FC03-Session3-array-0061,1.35,/scratch/bchristensen/FC03/Session3/wav_arrayMic/0061.wav,FC03,EASE
FC02-Session3-head-0963,2.185,/scratch/bchristensen/FC02/Session3/wav_headMic/0963.wav,FC02,PRESERVE
MC01-Session1-array-0029,3.15,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0029.wav,MC01,CHAIR
F03-Session1-array-0129,1.2,/scratch/bchristensen/F03/Session1/wav_arrayMic/0129.wav,F03,BAD
M05-Session2-head-0298,3.29,/scratch/bchristensen/M05/Session2/wav_headMic/0298.wav,M05,SAND
MC04-Session1-head-0177,1.74,/scratch/bchristensen/MC04/Session1/wav_headMic/0177.wav,MC04,COUPE
MC04-Session1-array-0362,1.35,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0362.wav,MC04,MITTEN
FC01-Session1-array-0132,3.15,/scratch/bchristensen/FC01/Session1/wav_arrayMic/0132.wav,FC01,AIR
FC02-Session3-array-0737,6.45,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0737.wav,FC02,THE STAFF DESERVES A LOT OF CREDIT WORKING DOWN HERE UNDER REAL OBSTACLES
M05-Session1-array-0127,3.3436875,/scratch/bchristensen/M05/Session1/wav_arrayMic/0127.wav,M05,KNEE
MC04-Session1-array-0391,2.55,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0391.wav,MC04,YOU WANT HIM TO DO WELL
FC02-Session3-head-0203,1.975,/scratch/bchristensen/FC02/Session3/wav_headMic/0203.wav,FC02,ROCK
MC01-Session1-head-0293,2.785,/scratch/bchristensen/MC01/Session1/wav_headMic/0293.wav,MC01,FILL
MC03-Session1-head-0486,1.65,/scratch/bchristensen/MC03/Session1/wav_headMic/0486.wav,MC03,A
FC02-Session3-head-0905,2.445,/scratch/bchristensen/FC02/Session3/wav_headMic/0905.wav,FC02,PULL
M02-Session2-array-0203,3.3,/scratch/bchristensen/M02/Session2/wav_arrayMic/0203.wav,M02,FAT
MC01-Session1-array-0219,3.45,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0219.wav,MC01,AIR
MC02-Session1-head-0153,2.995,/scratch/bchristensen/MC02/Session1/wav_headMic/0153.wav,MC02,NEAR
MC02-Session1-array-0139,3.15,/scratch/bchristensen/MC02/Session1/wav_arrayMic/0139.wav,MC02,PILE
MC01-Session2-array-0180,2.25,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0180.wav,MC01,FED
MC04-Session1-array-0389,1.8,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0389.wav,MC04,SEEDS
M04-Session2-head-0192,2.665,/scratch/bchristensen/M04/Session2/wav_headMic/0192.wav,M04,WHITE
M03-Session2-array-0259,3.15,/scratch/bchristensen/M03/Session2/wav_arrayMic/0259.wav,M03,PITTING
M01-Session1-array-0011,9.9,/scratch/bchristensen/M01/Session1/wav_arrayMic/0011.wav,M01,EXCEPT IN THE WINTER WHEN THE OOZE OR SNOW OR ICE PREVENTS
FC03-Session1-head-0030,2.48,/scratch/bchristensen/FC03/Session1/wav_headMic/0030.wav,FC03,STORM
MC01-Session1-array-0274,6,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0274.wav,MC01,IT EVENTUALLY BECAME A RATHER PROUD CLAIM
MC03-Session2-array-0162,1.35,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0162.wav,MC03,SEAT
M05-Session1-head-0036,3.34,/scratch/bchristensen/M05/Session1/wav_headMic/0036.wav,M05,FEED
FC03-Session2-array-0146,4.5,/scratch/bchristensen/FC03/Session2/wav_arrayMic/0146.wav,FC03,THE RESULTS WERE VERY DISAPPOINTING
MC01-Session1-array-0022,3.45,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0022.wav,MC01,BEAT
MC03-Session2-array-0064,1.35,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0064.wav,MC03,GUESS
M03-Session2-array-0325,3.15,/scratch/bchristensen/M03/Session2/wav_arrayMic/0325.wav,M03,LIAR
M01-Session1-array-0054,3.3,/scratch/bchristensen/M01/Session1/wav_arrayMic/0054.wav,M01,GOAT
MC03-Session1-head-0490,1.655,/scratch/bchristensen/MC03/Session1/wav_headMic/0490.wav,MC03,SICKER
F03-Session1-head-0158,0.94725,/scratch/bchristensen/F03/Session1/wav_headMic/0158.wav,F03,LIP
FC03-Session2-array-0217,1.95,/scratch/bchristensen/FC03/Session2/wav_arrayMic/0217.wav,FC03,PORK
FC03-Session1-array-0262,2.4,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0262.wav,FC03,CYCLE
M04-Session1-array-0067,3.45,/scratch/bchristensen/M04/Session1/wav_arrayMic/0067.wav,M04,RATE
MC01-Session2-head-0004,1.4253125,/scratch/bchristensen/MC01/Session2/wav_headMic/0004.wav,MC01,HARK
F03-Session3-array-0090,4.65,/scratch/bchristensen/F03/Session3/wav_arrayMic/0090.wav,F03,ALUMINUM SILVERWARE CAN OFTEN BE FLIMSY
FC01-Session1-array-0150,4.2,/scratch/bchristensen/FC01/Session1/wav_arrayMic/0150.wav,FC01,THEIR HOUSE IS GREY AND WHITE
FC02-Session3-head-0579,1.765,/scratch/bchristensen/FC02/Session3/wav_headMic/0579.wav,FC02,BUNCH
FC02-Session3-array-0258,2.25,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0258.wav,FC02,LAKE
MC02-Session1-head-0027,2.6450625,/scratch/bchristensen/MC02/Session1/wav_headMic/0027.wav,MC02,KNEW
M04-Session2-head-0044,10.145,/scratch/bchristensen/M04/Session2/wav_headMic/0044.wav,M04,YET HE STILL THINKS AS SWIFTLY AS EVER
F03-Session2-head-0047,2.455,/scratch/bchristensen/F03/Session2/wav_headMic/0047.wav,F03,SPRINKLE
MC01-Session1-array-0083,3.9,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0083.wav,MC01,DAGGER
FC03-Session1-head-0128,2.17,/scratch/bchristensen/FC03/Session1/wav_headMic/0128.wav,FC03,FLOOR
FC02-Session3-head-0145,3.99,/scratch/bchristensen/FC02/Session3/wav_headMic/0145.wav,FC02,THEN WE'D REALLY HAVE SOMEPLACE TO GO
MC01-Session2-array-0350,3.6,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0350.wav,MC01,HER DARK HAIR IS COMBED CASUALLY
MC04-Session2-array-0773,1.65,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0773.wav,MC04,SIX
FC02-Session3-array-0516,2.55,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0516.wav,FC02,ARE
MC02-Session2-array-0088,3.45,/scratch/bchristensen/MC02/Session2/wav_arrayMic/0088.wav,MC02,FLICKER
FC03-Session2-head-0095,4.81,/scratch/bchristensen/FC03/Session2/wav_headMic/0095.wav,FC03,EACH ONE VOLUNTEERED TO JUMP FIRST
FC02-Session3-head-0251,2.22,/scratch/bchristensen/FC02/Session3/wav_headMic/0251.wav,FC02,RIGHT
MC04-Session1-array-0171,1.8,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0171.wav,MC04,ROCKS
F04-Session2-head-0087,1.765,/scratch/bchristensen/F04/Session2/wav_headMic/0087.wav,F04,FITTING
FC02-Session3-array-0106,2.25,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0106.wav,FC02,KILO
MC03-Session2-array-0024,1.2,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0024.wav,MC03,GOAT
FC03-Session3-array-0104,4.65,/scratch/bchristensen/FC03/Session3/wav_arrayMic/0104.wav,FC03,ACADEMIC APTITUDE GUARANTEES YOUR DIPLOMA
M04-Session2-array-0116,2.1,/scratch/bchristensen/M04/Session2/wav_arrayMic/0116.wav,M04,BUBBLE
M01-Session2_3-head-0238,1.7473125,/scratch/bchristensen/M01/Session2_3/wav_headMic/0238.wav,M01,SPARK
FC02-Session3-head-0912,2.71,/scratch/bchristensen/FC02/Session3/wav_headMic/0912.wav,FC02,CONTRAST
F04-Session2-array-0080,2.55,/scratch/bchristensen/F04/Session2/wav_arrayMic/0080.wav,F04,MUSH
MC04-Session1-array-0072,5.1,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0072.wav,MC04,HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT
F03-Session1-head-0151,1.349875,/scratch/bchristensen/F03/Session1/wav_headMic/0151.wav,F03,LIGHT
MC01-Session2-head-0003,1.166125,/scratch/bchristensen/MC01/Session2/wav_headMic/0003.wav,MC01,HIM
MC03-Session2-head-0187,1.796,/scratch/bchristensen/MC03/Session2/wav_headMic/0187.wav,MC03,ARE
FC03-Session3-head-0015,1.579625,/scratch/bchristensen/FC03/Session3/wav_headMic/0015.wav,FC03,BUNCH
MC03-Session2-array-0048,1.5,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0048.wav,MC03,MENU
FC02-Session3-head-0374,1.86,/scratch/bchristensen/FC02/Session3/wav_headMic/0374.wav,FC02,CHOP
FC03-Session1-head-0365,2.145,/scratch/bchristensen/FC03/Session1/wav_headMic/0365.wav,FC03,LOYAL
FC03-Session2-head-0061,2.905,/scratch/bchristensen/FC03/Session2/wav_headMic/0061.wav,FC03,UNIFORM
M05-Session1-array-0061,7.058875,/scratch/bchristensen/M05/Session1/wav_arrayMic/0061.wav,M05,USUALLY MINUS SEVERAL BUTTONS
FC03-Session1-array-0187,3.75,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0187.wav,FC03,WHERE WERE YOU WHILE WE WERE AWAY
